-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
-0.20432,-0.20317,-0.20202,-0.20087,-0.19972,-0.19857,-0.19742,-0.19627,-0.19512,-0.19397,-0.19282,-0.19167,-0.19052,-0.18937,-0.18822,-0.18707,-0.18592,-0.18477,-0.18362,-0.18247,-0.18132,-0.18017,-0.17902,-0.17787,-0.17672,-0.17557,-0.17442,-0.17327,-0.17212,-0.17097,-0.16982,-0.16867,-0.16752,-0.16637,-0.16522,-0.16407,-0.16292,-0.16177,-0.16062,-0.15947,-0.15832,-0.15717,-0.15602,-0.15487,-0.15372,-0.15257,-0.15142,-0.15027,-0.14912,-0.14797,-0.14682,-0.14567,-0.14452,-0.14337,-0.14222,-0.14107,-0.13992,-0.13877,-0.13762,-0.13647,-0.13532,-0.13417
